country,age,sex,MDS_x,MDS_y,tsne_x,tsne_y,scluster9,kmeans6
Puerto Rico,35-54 years,male,2.253563942067711,-0.5591006934259445,-7.309691,29.245867,8,3
Puerto Rico,5-14 years,female,-3.517320994865148,-0.6104446361624413,-19.71739,52.80166,8,1
Puerto Rico,5-14 years,male,-3.4294392973390715,-0.6097838040352447,-19.25774,53.22323,8,1
Puerto Rico,55-74 years,female,-2.7361831047705345,-0.6081301551532114,-19.941174,56.43411,8,1
Puerto Rico,55-74 years,male,2.341238477797793,-0.55553358388876,-7.4448977,28.804068,8,3
Puerto Rico,75+ years,female,-3.217771602182738,-0.6070888066097752,-20.18112,54.037956,8,1
Puerto Rico,75+ years,male,4.260365484766839,-0.5684284812127024,-5.8555074,28.581594,8,3
Republic of Korea,15-24 years,female,-0.8376735514009371,-1.6058071706265056,-15.150382,25.323137,8,1
Republic of Korea,15-24 years,male,-0.028039177593765417,-1.574179148687691,-14.72801,25.059118,8,1
Republic of Korea,25-34 years,female,1.3316888702660667,-1.5962118952203335,-12.319099,22.2166,8,3
Republic of Korea,25-34 years,male,3.704075869654734,-1.5833446798816218,-11.106812,20.078169,8,3
Republic of Korea,35-54 years,female,0.7609639609895236,-1.5789257476595384,-12.453273,22.778597,8,3
Republic of Korea,35-54 years,male,7.484098437531862,-1.651370618187936,-11.973858,-0.32736352,8,3
Republic of Korea,5-14 years,female,-3.286795177174575,-1.6417042374694872,-45.81104,45.126896,8,1
Republic of Korea,5-14 years,male,-3.3066320993393843,-1.6417515514547611,-45.862823,45.130787,8,1
Republic of Korea,55-74 years,female,2.2267864611547052,-1.6015079218311306,-11.716339,21.174433,8,3
Republic of Korea,55-74 years,male,14.904608593756672,-0.9800023706323198,67.410095,-20.232124,1,2
Republic of Korea,75+ years,female,-13.040467697753806,0.6826294008226037,67.48927,-20.236296,1,2
Republic of Korea,75+ years,male,35.78325658454165,-4.11437599470611,60.5029,-14.805141,1,2
Romania,15-24 years,female,-2.9322698693920057,-4.64038050792775,-4.4914103,-59.12578,8,1
Romania,15-24 years,male,-0.5570445518939666,-4.609623475338484,-34.448895,-19.304556,8,1
Romania,25-34 years,female,-2.8471603944243595,-4.642877734790623,-4.772907,-58.79724,8,1
Romania,25-34 years,male,1.2556187386015125,-4.599581226580595,-41.26601,-1.2410191,8,3
Romania,35-54 years,female,-2.147321295433132,-4.630992505833716,-8.819121,-53.167587,8,1
Romania,35-54 years,male,5.427141173063378,-4.5915308742249135,-15.204516,1.9290742,8,3
Romania,5-14 years,female,-3.426219318478469,-4.640029361429279,-3.4868257,-60.96791,8,1
Romania,5-14 years,male,-3.155666299239751,-4.639745428586313,-3.7314725,-60.154892,8,1
Romania,55-74 years,female,-1.61915755429167,-4.62229038621799,-34.459774,-29.140285,8,1
Romania,55-74 years,male,5.472960797066496,-4.581816614894781,-14.968075,0.9832882,8,3
Romania,75+ years,female,-1.460910946224777,-4.627933436229792,-34.68594,-28.907291,8,1
Romania,75+ years,male,5.074035582345389,-4.574458005085746,-15.589197,1.287363,8,3
Russian Federation,15-24 years,female,-1.323879162056643,-4.2912931516238535,-32.984608,-25.143368,8,1
Russian Federation,15-24 years,male,8.858714893813668,-4.366672439261762,-14.52372,5.2524505,8,3
Russian Federation,25-34 years,female,-1.0033428805274431,-4.293197239355849,-32.48243,-24.188055,8,1
Russian Federation,25-34 years,male,15.476673091288207,-4.4547885824900035,60.45835,-19.749872,2,2
Russian Federation,35-54 years,female,-0.6349894022777403,-4.304110632034151,-30.47143,-23.597605,8,1
Russian Federation,35-54 years,male,17.062211621242195,-4.5853980466574376,58.775894,-19.747164,2,2
Russian Federation,5-14 years,female,-3.306036434271448,-4.313058984075087,-1.870491,-57.18112,8,1
Russian Federation,5-14 years,male,-2.8084404122476645,-4.322064351690128,-2.6970603,-56.319958,8,1
Russian Federation,55-74 years,female,0.0025934636145741883,-4.347578507095773,-29.277071,-22.914764,8,1
Russian Federation,55-74 years,male,15.799379485438447,-4.584949463044198,58.996655,-20.431559,2,2
Russian Federation,75+ years,female,3.298962243269867,-4.331789490014007,-40.741013,3.8558013,8,3
Russian Federation,75+ years,male,18.737323803438176,-4.264386631389706,60.66801,-17.485727,2,2
Singapore,15-24 years,female,-2.2769096574601484,5.304584406969483,60.47319,33.638313,6,0
Singapore,15-24 years,male,-1.5156806403856358,5.33172803828725,58.89782,33.87243,6,0
Singapore,25-34 years,female,-2.106436157295735,5.304687548889032,59.994934,34.068905,6,0
Singapore,25-34 years,male,-0.2459208057051518,5.300914161332196,56.747604,32.83665,6,0
Singapore,35-54 years,female,-1.575176047169869,5.31108838557053,59.334095,33.29837,6,0
Singapore,35-54 years,male,0.43925548950125065,5.283966813333781,55.92921,32.32538,6,0
Singapore,5-14 years,female,-3.904282550868785,5.111781136475884,62.74839,34.172882,6,0
Singapore,5-14 years,male,-3.8699764458973687,5.119727844478838,62.687893,34.17284,6,0
Singapore,55-74 years,female,-0.5956925274646572,5.325648601563912,57.463993,32.963337,6,0
Singapore,55-74 years,male,2.199543963196097,5.346042312148646,54.699093,31.62659,6,4
Singapore,75+ years,female,3.8344404025796512,5.518694236292768,47.597652,23.38615,6,4
Singapore,75+ years,male,12.273256552436571,5.46221167735616,57.439228,-1.3906991,4,4
Spain,15-24 years,female,-3.0474124373222415,-0.13755677576050182,-17.310324,42.088993,8,0
Spain,15-24 years,male,-1.8054937469355625,-0.12790338204746277,-15.500825,37.666306,8,0
Spain,25-34 years,female,-2.799184557590435,-0.13809065037562646,-17.022444,41.392933,8,0
Spain,25-34 years,male,-0.6959767510069857,-0.11533218039550952,-14.287067,35.8981,8,0
Spain,35-54 years,female,-2.328278235192005,-0.13734789097302533,-16.299242,39.558826,8,0
Spain,35-54 years,male,0.21295325311031366,-0.10447935760670012,-10.40039,30.30524,8,0
Spain,5-14 years,female,-3.5078922957206222,-0.140688084260059,-17.931713,43.289463,8,0
Spain,5-14 years,male,-3.4766814270975996,-0.140385753297271,-17.755404,43.22559,8,0
Spain,55-74 years,female,-1.8960623478175254,-0.13162458099815547,-15.749636,38.23101,8,0
Spain,55-74 years,male,1.2552687982614912,-0.08169048362770942,-9.335004,30.191877,8,3
Spain,75+ years,female,-1.4267580550567045,-0.12152833800496696,-15.007518,36.818836,8,0
Spain,75+ years,male,7.159784907782349,-0.0644317057968806,50.501915,11.705864,6,4
Sweden,15-24 years,female,-1.9281025770936677,4.363503215115406,25.334894,3.919022,6,0
Sweden,15-24 years,male,0.05087352996198507,4.433113729897537,29.423935,8.923383,6,0
Sweden,25-34 years,female,-1.7801247168213052,4.367002262488655,25.374968,3.9792547,6,0
Sweden,25-34 years,male,1.2425276506605845,4.4466106658242985,37.736885,23.894762,6,0
Sweden,35-54 years,female,-0.7287989524498737,4.386317778143952,28.361628,7.838361,6,0
Sweden,35-54 years,male,2.963104566171711,4.369855509360587,45.57459,24.038925,6,4
Sweden,5-14 years,female,-3.503708693793504,4.337408091927227,21.327,-9.658328,6,0
Sweden,5-14 years,male,-3.522663454422685,4.336799800713255,21.318766,-9.660697,6,0
Sweden,55-74 years,female,-0.7480883164654588,4.377935237107479,28.742033,7.5232882,6,0
Sweden,55-74 years,male,3.6367759339049717,4.3671919809492366,45.714893,23.936586,6,4
Sweden,75+ years,female,-0.8223372542268895,4.393300950883166,28.196077,7.1375523,6,0
Sweden,75+ years,male,6.4762283847901285,4.459171924892225,57.56587,6.2690096,6,4
Turkmenistan,15-24 years,female,-1.6749374945932975,-5.180602857390071,-34.23913,-30.855762,8,1
Turkmenistan,15-24 years,male,0.5745185495334977,-5.408708297871337,-24.659481,-23.759861,8,3
Turkmenistan,25-34 years,female,-2.379409670271191,-5.1474186246952005,-13.125762,-53.368473,8,1
Turkmenistan,25-34 years,male,1.562189879526524,-5.668318996542427,-23.456663,-23.582224,8,3
Turkmenistan,35-54 years,female,-2.9086569638479367,-5.143799162472345,-15.490237,-54.103264,8,1
Turkmenistan,35-54 years,male,1.3653765093677557,-5.522709337013823,-23.960981,-23.662395,8,3
Turkmenistan,5-14 years,female,-3.3917835555143894,-5.124275483425854,-18.069395,-56.10921,8,1
Turkmenistan,5-14 years,male,-3.206612908494005,-5.134314166730383,-17.874067,-55.94819,8,1
Turkmenistan,55-74 years,female,-2.7805139213433447,-5.156100781790647,-15.181812,-53.783047,8,1
Turkmenistan,55-74 years,male,-0.43664681782840853,-5.424578182811812,-27.658655,-24.16656,8,1
Turkmenistan,75+ years,female,-2.419546609591828,-5.348216975092917,-15.3162565,-52.465744,8,1
Turkmenistan,75+ years,male,-1.2878819416106901,-5.409726974007579,-34.05061,-31.985405,8,1
United Kingdom,15-24 years,female,-2.992267032113082,3.0291038962160544,24.19116,-23.695423,6,0
United Kingdom,15-24 years,male,-1.1387760972776078,3.0429539247666093,31.101917,16.460016,6,0
United Kingdom,25-34 years,female,-2.6356295267708516,3.031910625435964,25.220095,-24.221521,6,0
United Kingdom,25-34 years,male,0.760564054411207,3.058791722075079,32.50934,19.299578,6,0
United Kingdom,35-54 years,female,-2.339898654361449,3.0372640918169727,25.874481,-25.082876,6,0
United Kingdom,35-54 years,male,1.2468364399776701,3.062861990929551,33.199947,20.164688,6,0
United Kingdom,5-14 years,female,-3.6693693968828014,3.0037693655567907,22.629284,-21.839201,6,0
United Kingdom,5-14 years,male,-3.6596638275591,3.0040231128745574,22.63849,-21.851828,6,0
United Kingdom,55-74 years,female,-2.5934694965182494,3.032996760597201,25.047283,-25.046364,6,0
United Kingdom,55-74 years,male,-0.4149631887884071,3.0627840820025543,31.43637,17.242271,6,0
United Kingdom,75+ years,female,-2.6311165277882154,3.0333584051189457,24.416319,-24.8109,6,0
United Kingdom,75+ years,male,-0.05408955673336732,3.0499984677924843,31.756668,17.950283,6,0
United States,15-24 years,female,-2.7566918348571616,4.883956335066977,34.79772,-11.123079,6,0
United States,15-24 years,male,1.3016665367567235,4.9618114699195965,40.02664,25.881935,6,0
United States,25-34 years,female,-2.291032242918631,4.893882862603588,35.72168,-10.560501,6,0
United States,25-34 years,male,2.6355767987273984,4.988943757605972,41.465797,27.038961,6,4
United States,35-54 years,female,-1.4378444600530946,4.943243715386234,36.835087,-9.72235,6,0
United States,35-54 years,male,3.5913220588703925,4.966991974693508,41.793465,28.29502,6,4
United States,5-14 years,female,-3.653974245621392,4.8600818542305015,33.1496,-12.243961,6,0
United States,5-14 years,male,-3.482595862624656,4.870224016007339,33.46193,-12.121989,6,0
United States,55-74 years,female,-2.059032292423982,4.914746112744658,36.427696,-10.408082,6,0
United States,55-74 years,male,3.445928996630832,4.986121541545453,41.561676,27.966148,6,4
United States,75+ years,female,-2.636146175042774,4.878540673777624,35.33784,-11.504452,6,0
United States,75+ years,male,7.445832161275087,5.007719325792897,58.346252,6.280007,6,4
